task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
Task3,1.0,23700.0,23710.0,23715.0,23800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,23700.0,23715.0,23720.0,23800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,23800.0,23800.0,23805.0,23900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,23800.0,23805.0,23810.0,23900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,23800.0,23810.0,23815.0,23900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,23800.0,23815.0,23820.0,23900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,23900.0,23900.0,23905.0,24000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,23900.0,23905.0,23910.0,24000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,23900.0,23910.0,23915.0,24000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,23900.0,23915.0,23920.0,24000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24000.0,24000.0,24005.0,24100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24000.0,24005.0,24010.0,24100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24000.0,24010.0,24015.0,24100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24000.0,24015.0,24020.0,24100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24100.0,24100.0,24105.0,24200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24100.0,24105.0,24110.0,24200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24100.0,24110.0,24115.0,24200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24100.0,24115.0,24120.0,24200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24200.0,24200.0,24205.0,24300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24200.0,24205.0,24210.0,24300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24200.0,24210.0,24215.0,24300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24200.0,24215.0,24220.0,24300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24300.0,24300.0,24305.0,24400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24300.0,24305.0,24310.0,24400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24300.0,24310.0,24315.0,24400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24300.0,24315.0,24320.0,24400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24400.0,24400.0,24405.0,24500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24400.0,24405.0,24410.0,24500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24400.0,24410.0,24415.0,24500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24400.0,24415.0,24420.0,24500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24500.0,24500.0,24505.0,24600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24500.0,24505.0,24510.0,24600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24500.0,24510.0,24515.0,24600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24500.0,24515.0,24520.0,24600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24600.0,24600.0,24605.0,24700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24600.0,24605.0,24610.0,24700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24600.0,24610.0,24615.0,24700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24600.0,24615.0,24620.0,24700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24700.0,24700.0,24705.0,24800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24700.0,24705.0,24710.0,24800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24700.0,24710.0,24715.0,24800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24700.0,24715.0,24720.0,24800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24800.0,24800.0,24805.0,24900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24800.0,24805.0,24810.0,24900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24800.0,24810.0,24815.0,24900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24800.0,24815.0,24820.0,24900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,24900.0,24900.0,24905.0,25000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,24900.0,24905.0,24910.0,25000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,24900.0,24910.0,24915.0,25000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,24900.0,24915.0,24920.0,25000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25000.0,25000.0,25005.0,25100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25000.0,25005.0,25010.0,25100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25000.0,25010.0,25015.0,25100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25000.0,25015.0,25020.0,25100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25100.0,25100.0,25105.0,25200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25100.0,25105.0,25110.0,25200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25100.0,25110.0,25115.0,25200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25100.0,25115.0,25120.0,25200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25200.0,25200.0,25205.0,25300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25200.0,25205.0,25210.0,25300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25200.0,25210.0,25215.0,25300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25200.0,25215.0,25220.0,25300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25300.0,25300.0,25305.0,25400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25300.0,25305.0,25310.0,25400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25300.0,25310.0,25315.0,25400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25300.0,25315.0,25320.0,25400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25400.0,25400.0,25405.0,25500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25400.0,25405.0,25410.0,25500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25400.0,25410.0,25415.0,25500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25400.0,25415.0,25420.0,25500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25500.0,25500.0,25505.0,25600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25500.0,25505.0,25510.0,25600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25500.0,25510.0,25515.0,25600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25500.0,25515.0,25520.0,25600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25600.0,25600.0,25605.0,25700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25600.0,25605.0,25610.0,25700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25600.0,25610.0,25615.0,25700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25600.0,25615.0,25620.0,25700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25700.0,25700.0,25705.0,25800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25700.0,25705.0,25710.0,25800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25700.0,25710.0,25715.0,25800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25700.0,25715.0,25720.0,25800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25800.0,25800.0,25805.0,25900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25800.0,25805.0,25810.0,25900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25800.0,25810.0,25815.0,25900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25800.0,25815.0,25820.0,25900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,25900.0,25900.0,25905.0,26000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,25900.0,25905.0,25910.0,26000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,25900.0,25910.0,25915.0,26000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,25900.0,25915.0,25920.0,26000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26000.0,26000.0,26005.0,26100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26000.0,26005.0,26010.0,26100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26000.0,26010.0,26015.0,26100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26000.0,26015.0,26020.0,26100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26100.0,26100.0,26105.0,26200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26100.0,26105.0,26110.0,26200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26100.0,26110.0,26115.0,26200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26100.0,26115.0,26120.0,26200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26200.0,26200.0,26205.0,26300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26200.0,26205.0,26210.0,26300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26200.0,26210.0,26215.0,26300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26200.0,26215.0,26220.0,26300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26300.0,26300.0,26305.0,26400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26300.0,26305.0,26310.0,26400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26300.0,26310.0,26315.0,26400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26300.0,26315.0,26320.0,26400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26400.0,26400.0,26405.0,26500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26400.0,26405.0,26410.0,26500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26400.0,26410.0,26415.0,26500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26400.0,26415.0,26420.0,26500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26500.0,26500.0,26505.0,26600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26500.0,26505.0,26510.0,26600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26500.0,26510.0,26515.0,26600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26500.0,26515.0,26520.0,26600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26600.0,26600.0,26605.0,26700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26600.0,26605.0,26610.0,26700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26600.0,26610.0,26615.0,26700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26600.0,26615.0,26620.0,26700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26700.0,26700.0,26705.0,26800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26700.0,26705.0,26710.0,26800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26700.0,26710.0,26715.0,26800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26700.0,26715.0,26720.0,26800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26800.0,26800.0,26805.0,26900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26800.0,26805.0,26810.0,26900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26800.0,26810.0,26815.0,26900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26800.0,26815.0,26820.0,26900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,26900.0,26900.0,26905.0,27000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,26900.0,26905.0,26910.0,27000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,26900.0,26910.0,26915.0,27000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,26900.0,26915.0,26920.0,27000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27000.0,27000.0,27005.0,27100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27000.0,27005.0,27010.0,27100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27000.0,27010.0,27015.0,27100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27000.0,27015.0,27020.0,27100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27100.0,27100.0,27105.0,27200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27100.0,27105.0,27110.0,27200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27100.0,27110.0,27115.0,27200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27100.0,27115.0,27120.0,27200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27200.0,27200.0,27205.0,27300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27200.0,27205.0,27210.0,27300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27200.0,27210.0,27215.0,27300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27200.0,27215.0,27220.0,27300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27300.0,27300.0,27305.0,27400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27300.0,27305.0,27310.0,27400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27300.0,27310.0,27315.0,27400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27300.0,27315.0,27320.0,27400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27400.0,27400.0,27405.0,27500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27400.0,27405.0,27410.0,27500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27400.0,27410.0,27415.0,27500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27400.0,27415.0,27420.0,27500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27500.0,27500.0,27505.0,27600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27500.0,27505.0,27510.0,27600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27500.0,27510.0,27515.0,27600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27500.0,27515.0,27520.0,27600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27600.0,27600.0,27605.0,27700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27600.0,27605.0,27610.0,27700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27600.0,27610.0,27615.0,27700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27600.0,27615.0,27620.0,27700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27700.0,27700.0,27705.0,27800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27700.0,27705.0,27710.0,27800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27700.0,27710.0,27715.0,27800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27700.0,27715.0,27720.0,27800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27800.0,27800.0,27805.0,27900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27800.0,27805.0,27810.0,27900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27800.0,27810.0,27815.0,27900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27800.0,27815.0,27820.0,27900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,27900.0,27900.0,27905.0,28000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,27900.0,27905.0,27910.0,28000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,27900.0,27910.0,27915.0,28000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,27900.0,27915.0,27920.0,28000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28000.0,28000.0,28005.0,28100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28000.0,28005.0,28010.0,28100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28000.0,28010.0,28015.0,28100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28000.0,28015.0,28020.0,28100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28100.0,28100.0,28105.0,28200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28100.0,28105.0,28110.0,28200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28100.0,28110.0,28115.0,28200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28100.0,28115.0,28120.0,28200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28200.0,28200.0,28205.0,28300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28200.0,28205.0,28210.0,28300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28200.0,28210.0,28215.0,28300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28200.0,28215.0,28220.0,28300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28300.0,28300.0,28305.0,28400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28300.0,28305.0,28310.0,28400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28300.0,28310.0,28315.0,28400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28300.0,28315.0,28320.0,28400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28400.0,28400.0,28405.0,28500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28400.0,28405.0,28410.0,28500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28400.0,28410.0,28415.0,28500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28400.0,28415.0,28420.0,28500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28500.0,28500.0,28505.0,28600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28500.0,28505.0,28510.0,28600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28500.0,28510.0,28515.0,28600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28500.0,28515.0,28520.0,28600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28600.0,28600.0,28605.0,28700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28600.0,28605.0,28610.0,28700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28600.0,28610.0,28615.0,28700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28600.0,28615.0,28620.0,28700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28700.0,28700.0,28705.0,28800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28700.0,28705.0,28710.0,28800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28700.0,28710.0,28715.0,28800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28700.0,28715.0,28720.0,28800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28800.0,28800.0,28805.0,28900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28800.0,28805.0,28810.0,28900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28800.0,28810.0,28815.0,28900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28800.0,28815.0,28820.0,28900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,28900.0,28900.0,28905.0,29000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,28900.0,28905.0,28910.0,29000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,28900.0,28910.0,28915.0,29000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,28900.0,28915.0,28920.0,29000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29000.0,29000.0,29005.0,29100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29000.0,29005.0,29010.0,29100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29000.0,29010.0,29015.0,29100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29000.0,29015.0,29020.0,29100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29100.0,29100.0,29105.0,29200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29100.0,29105.0,29110.0,29200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29100.0,29110.0,29115.0,29200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29100.0,29115.0,29120.0,29200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29200.0,29200.0,29205.0,29300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29200.0,29205.0,29210.0,29300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29200.0,29210.0,29215.0,29300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29200.0,29215.0,29220.0,29300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29300.0,29300.0,29305.0,29400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29300.0,29305.0,29310.0,29400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29300.0,29310.0,29315.0,29400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29300.0,29315.0,29320.0,29400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29400.0,29400.0,29405.0,29500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29400.0,29405.0,29410.0,29500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29400.0,29410.0,29415.0,29500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29400.0,29415.0,29420.0,29500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29500.0,29500.0,29505.0,29600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29500.0,29505.0,29510.0,29600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29500.0,29510.0,29515.0,29600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29500.0,29515.0,29520.0,29600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29600.0,29600.0,29605.0,29700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29600.0,29605.0,29610.0,29700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29600.0,29610.0,29615.0,29700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29600.0,29615.0,29620.0,29700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29700.0,29700.0,29705.0,29800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29700.0,29705.0,29710.0,29800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29700.0,29710.0,29715.0,29800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29700.0,29715.0,29720.0,29800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29800.0,29800.0,29805.0,29900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29800.0,29805.0,29810.0,29900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29800.0,29810.0,29815.0,29900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29800.0,29815.0,29820.0,29900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,29900.0,29900.0,29905.0,30000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,29900.0,29905.0,29910.0,30000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,29900.0,29910.0,29915.0,30000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,29900.0,29915.0,29920.0,30000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30000.0,30000.0,30005.0,30100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30000.0,30005.0,30010.0,30100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30000.0,30010.0,30015.0,30100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30000.0,30015.0,30020.0,30100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30100.0,30100.0,30105.0,30200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30100.0,30105.0,30110.0,30200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30100.0,30110.0,30115.0,30200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30100.0,30115.0,30120.0,30200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30200.0,30200.0,30205.0,30300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30200.0,30205.0,30210.0,30300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30200.0,30210.0,30215.0,30300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30200.0,30215.0,30220.0,30300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30300.0,30300.0,30305.0,30400.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30300.0,30305.0,30310.0,30400.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30300.0,30310.0,30315.0,30400.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30300.0,30315.0,30320.0,30400.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30400.0,30400.0,30405.0,30500.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30400.0,30405.0,30410.0,30500.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30400.0,30410.0,30415.0,30500.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30400.0,30415.0,30420.0,30500.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30500.0,30500.0,30505.0,30600.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30500.0,30505.0,30510.0,30600.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30500.0,30510.0,30515.0,30600.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30500.0,30515.0,30520.0,30600.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30600.0,30600.0,30605.0,30700.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30600.0,30605.0,30610.0,30700.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30600.0,30610.0,30615.0,30700.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30600.0,30615.0,30620.0,30700.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30700.0,30700.0,30705.0,30800.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30700.0,30705.0,30710.0,30800.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30700.0,30710.0,30715.0,30800.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30700.0,30715.0,30720.0,30800.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30800.0,30800.0,30805.0,30900.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30800.0,30805.0,30810.0,30900.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30800.0,30810.0,30815.0,30900.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30800.0,30815.0,30820.0,30900.0,20.0,15.0,0.0,0,1.0
Task1,1.0,30900.0,30900.0,30905.0,31000.0,5.0,0.0,0.0,0,1.0
Task2,1.0,30900.0,30905.0,30910.0,31000.0,10.0,5.0,0.0,0,1.0
Task3,1.0,30900.0,30910.0,30915.0,31000.0,15.0,10.0,0.0,0,1.0
Task4,1.0,30900.0,30915.0,30920.0,31000.0,20.0,15.0,0.0,0,1.0
Task1,1.0,31000.0,31000.0,31005.0,31100.0,5.0,0.0,0.0,0,1.0
Task2,1.0,31000.0,31005.0,31010.0,31100.0,10.0,5.0,0.0,0,1.0
Task3,1.0,31000.0,31010.0,31015.0,31100.0,15.0,10.0,0.0,0,1.0
Task4,1.0,31000.0,31015.0,31020.0,31100.0,20.0,15.0,0.0,0,1.0
Task1,1.0,31100.0,31100.0,31105.0,31200.0,5.0,0.0,0.0,0,1.0
Task2,1.0,31100.0,31105.0,31110.0,31200.0,10.0,5.0,0.0,0,1.0
Task3,1.0,31100.0,31110.0,31115.0,31200.0,15.0,10.0,0.0,0,1.0
Task4,1.0,31100.0,31115.0,31120.0,31200.0,20.0,15.0,0.0,0,1.0
Task1,1.0,31200.0,31200.0,31205.0,31300.0,5.0,0.0,0.0,0,1.0
Task2,1.0,31200.0,31205.0,31210.0,31300.0,10.0,5.0,0.0,0,1.0
Task3,1.0,31200.0,31210.0,31215.0,31300.0,15.0,10.0,0.0,0,1.0
Task4,1.0,31200.0,31215.0,31220.0,31300.0,20.0,15.0,0.0,0,1.0
Task1,1.0,31300.0,31300.0,31305.0,31400.0,5.0,0.0,0.0,0,1.0
